54148,1
164549,0
191719,1
272792,0
133916,0
243238,0
90763,1
58301,1
277391,0
63749,1
339445,0
392403,0
37749,1
269912,0
232306,0
366712,0
92683,1
394669,0
365372,0
273653,1
171921,0
128263,0
144080,0
114752,1
266861,0
87363,0
268129,1
126781,0
17871,1
66562,0
118607,1
403057,0
182485,0
174097,0
154880,1
356505,0
50291,0
74650,0
75755,1
58822,0
150864,1
253039,0
398502,0
47995,0
318789,0
22430,1
328476,0
366783,0
45538,0
261471,0
380076,1
109476,1
30004,0
112822,0
320026,0
87987,0
307595,0
273704,1
96522,0
304673,1
1671,0
131393,1
81869,0
24,0
366366,0
256167,0
15222,1
263800,0
83659,0
183356,0
158875,1
116022,0
81730,0
132866,0
77692,0
148152,1
135398,0
103265,0
117624,0
214376,0
303688,1
141788,0
124134,1
386523,1
250850,1
221937,0
99278,0
267436,0
178658,0
3073,0
3368,0
312908,0
45584,1
330275,0
399785,0
87152,1
62083,0
291715,0
93950,0
1491,1
382509,0
291264,0
344118,1
146783,0
52786,1
359759,0
134542,0
315546,0
33073,1
221928,0
235357,0
197567,0
231559,1
280778,1
100659,0
143780,0
353316,1
164462,1
333658,0
356207,1
244961,1
365769,0
119910,0
248511,0
169763,0
228839,1
213900,0
117743,1
27995,1
343094,0
186735,1
369902,0
215841,0
42875,1
142919,0
231342,0
29936,0
223775,0
193129,0
19547,0
308528,0
172352,0
77244,0
12518,0
306307,0
249542,1
299960,0
107137,0
39351,0
79670,0
173775,1
282124,0
394879,0
306078,0
304483,0
120624,0
392622,0
1069,0
217539,1
237563,1
312467,0
356439,1
392784,1
288198,1
259945,0
37414,0
112391,1
230607,0
41054,0
382626,1
359294,1
317222,0
242753,0
369820,0
131962,1
131146,1
53295,0
119482,0
62872,1
311274,1
297143,0
361882,0
397389,1
131447,1
349986,0
231077,0
376177,1
209891,0
273003,1
392633,1
25572,1
364522,1
370183,1
115867,0
98651,0
49148,1
154520,0
272429,0
43963,0
239550,1
366162,0
390636,0
382303,0
277787,1
89418,1
171783,0
33941,1
317435,0
248293,1
52552,0
217753,0
221219,1
48015,0
24635,1
257958,0
386958,1
11109,0
364942,1
280983,1
209306,1
375019,0
243511,1
133302,0
29926,0
332133,1
211638,0
117932,1
271065,0
88886,0
24140,1
245056,1
374566,1
121957,0
258235,0
229069,1
368017,0
91217,0
260838,0
36870,1
19985,0
277536,0
245818,0
39982,1
315693,0
128827,1
50075,0
1700,0
151379,0
359405,0
292188,1
167668,0
382114,0
158705,0
41739,0
46191,1
210428,1
114137,1
152174,1
220278,1
250910,0
23441,0
105763,0
116884,0
282045,1
278742,0
199513,0
268901,0
129042,0
177712,1
355819,0
400322,0
300548,0
90137,1
270690,0
54888,1
159155,1
246029,0
106736,0
49035,1
34861,0
76889,1
31820,0
305616,0
171215,0
367384,0
39028,0
368069,1
373727,0
64586,0
201397,0
276989,0
313813,1
280224,0
300613,1
19127,0
322826,0
366413,0
126551,1
172046,1
176365,0
203423,0
190088,0
328636,1
255485,0
97626,1
396021,0
299219,1
72139,0
154952,1
95804,0
134543,1
397367,0
345837,0
190322,0
382463,0
366340,0
222248,0
227801,1
4291,0
299620,0
111155,0
82461,1
119537,0
324634,0
139774,1
251652,0
5819,1
111335,1
171852,1
71137,0
65707,1
249245,0
338197,1
310460,0
311747,1
173432,0
331924,0
42625,1
281883,1
255896,1
14234,1
135642,0
302798,1
25511,0
268128,1
351653,1
369964,0
357384,1
183584,1
154984,0
173508,1
326211,0
140532,0
338214,1
90018,0
253227,0
29053,0
185389,0
63038,0
250288,1
90950,0
323829,0
396492,1
306656,1
232923,1
393380,1
96335,0
81809,0
357775,1
5887,0
8509,1
116761,0
199005,0
224298,0
233987,1
153296,1
397605,1
249753,0
383976,0
93956,0
156279,1
77860,0
258011,0
296487,0
53232,1
313165,0
98565,1
46993,1
101205,0
176506,0
310733,0
184563,0
37644,0
376405,1
88504,0
41475,0
269203,0
319809,1
375501,1
208868,0
33466,1
129262,1
152279,0
331672,1
85289,0
17594,0
400005,1
272629,1
49210,0
115752,1
385943,1
364484,1
239557,1
326657,0
297217,0
173498,1
120524,1
315911,0
346481,0
124371,1
82796,1
291266,1
45316,0
97100,0
184161,0
370494,0
126990,1
339788,0
55699,1
5021,0
171682,0
77184,1
322159,1
384873,0
73348,0
263893,0
268263,0
200214,1
344460,1
363444,1
36585,0
167535,1
349878,0
318602,0
72660,1
150432,0
297910,0
104237,1
352997,1
353176,0
154240,0
58319,1
263308,1
87177,0
75954,0
54782,0
42152,0
340125,1
13797,0
258224,0
101392,0
362499,0
35160,1
147257,0
57358,1
395840,0
374927,1
105480,1
175562,0
48896,1
118635,0
387571,0
37726,0
45444,0
25034,0
164571,0
103712,1
35703,0
327500,0
151959,0
174667,1
176007,1
167580,0
86992,1
207971,0
342574,0
381302,0
247862,1
167738,0
39953,0
246128,0
71988,1
346444,1
300768,1
127800,1
193014,0
286582,0
131400,0
361249,0
45385,1
9521,1
401918,1
343739,0
243032,0
398405,1
14563,0
386234,0
160234,0
83395,0
87275,0
134748,0
341743,0
263233,1
50161,1
108105,0
151376,1
3119,0
366527,0
352220,0
177213,0
6513,0
300750,0
325066,0
55093,0
65499,0
384925,0
263888,1
280664,0
232644,0
92521,1
126153,0
199643,1
18540,0
163738,0
316880,0
277108,0
36132,1
23696,1
10929,0
15518,1
317230,0
346764,1
109227,1
96062,0
385448,1
378378,0
190186,0
383011,0
392313,1
268167,1
128937,0
209162,0
281319,0
200025,0
267428,1
4298,0
144519,0
94526,0
244454,0
203140,1
398110,0
168334,0
56564,0
89011,1
248389,0
395352,1
254837,0
313211,1
65172,0
138734,0
220135,1
317663,0
210649,0
94354,0
75239,0
225420,0
396594,0
339405,1
64019,0
306092,0
102092,0
234415,1
342678,1
124352,0
105895,1
72901,1
250321,0
330376,1
91508,0
1741,0
126211,0
5001,1
11173,1
190899,1
220366,0
269249,1
334657,0
10790,0
355544,1
174098,1
359914,0
369019,0
243456,0
26423,1
243569,0
33120,0
111048,1
363703,1
396669,0
261779,0
356726,1
34499,0
96,0
267449,0
224873,1
398755,0
263597,0
377563,0
153918,0
295338,0
265273,0
228499,1
278801,0
180364,0
62318,0
324418,1
365463,1
240535,1
399388,0
309197,0
351454,1
101797,0
161968,0
4241,1
223199,0
138693,0
72179,0
111926,0
70051,1
32015,0
126641,0
124969,0
261341,0
290541,1
366845,1
232325,0
193526,0
394684,1
219135,1
34549,0
368740,1
371664,1
116142,0
127517,0
102575,0
